emp_no,title,fullname,from_date_and_to_date
402718,Senior Engineer,Jeanna Rettelbach,1996-02-14 and 9999-01-01
403621,Senior Staff,Deborah Kaminger,1997-06-04 and 9999-01-01
402827,Senior Staff,Weidon Pollacia,1996-02-27 and 9999-01-01
402827,Staff,Weidon Pollacia,1988-02-27 and 1996-02-27
403010,Senior Engineer,Toshimitsu Sluis,1985-02-18 and 9999-01-01
403621,Staff,Deborah Kaminger,1988-06-04 and 1997-06-04
403644,Senior Staff,Krisda Hainaut,2000-07-07 and 9999-01-01
403644,Staff,Krisda Hainaut,1995-07-08 and 2000-07-07
404018,Senior Engineer,Valery Babb,1998-10-19 and 9999-01-01
404236,Engineer,Zengping Kakkar,1988-07-22 and 1996-07-22
403954,Engineer,Jeanna Bratten,1990-07-26 and 1997-07-26
403954,Senior Engineer,Jeanna Bratten,1997-07-26 and 9999-01-01
404236,Senior Engineer,Zengping Kakkar,1996-07-22 and 9999-01-01
404573,Staff,Eberhardt Spelt,1997-07-05 and 9999-01-01
404755,Senior Staff,Manu Junet,1996-04-19 and 9999-01-01
404462,Engineer,Anestis Setlzner,1985-07-13 and 1991-07-13
404462,Senior Engineer,Anestis Setlzner,1991-07-13 and 9999-01-01
404755,Staff,Manu Junet,1991-04-20 and 1996-04-19
404788,Engineer,Basem Beausoleil,1998-03-16 and 9999-01-01
406125,Technique Leader,Georgi Portugali,1987-09-27 and 9999-01-01
405015,Senior Staff,Morris Fargier,1996-06-29 and 9999-01-01
405015,Staff,Morris Fargier,1988-06-29 and 1996-06-29
405063,Senior Engineer,Yechezkel Yurov,1998-11-30 and 9999-01-01
406239,Engineer,Marek Tomescu,1995-05-15 and 2002-05-15
406239,Senior Engineer,Marek Tomescu,2002-05-15 and 9999-01-01
406714,Senior Staff,Malu Ossenbruggen,1994-11-21 and 9999-01-01
406564,Engineer,Parviz Picco,1995-04-16 and 9999-01-01
406714,Staff,Malu Ossenbruggen,1986-11-21 and 1994-11-21
407522,Staff,Tommaso Raczkowsky,1996-08-29 and 9999-01-01
406847,Staff,Alexius Crouzet,1999-10-05 and 9999-01-01
407837,Engineer,Fei Erez,1986-10-15 and 1991-10-15
407837,Senior Engineer,Fei Erez,1991-10-15 and 9999-01-01
408019,Assistant Engineer,Shridhar Chleq,1986-03-22 and 1991-03-22
408019,Engineer,Shridhar Chleq,1991-03-22 and 1996-03-21
408019,Senior Engineer,Shridhar Chleq,1996-03-21 and 9999-01-01
408417,Staff,Tsz Daescu,1994-01-29 and 9999-01-01
408114,Engineer,Geoffrey Ladret,1994-01-03 and 9999-01-01
408163,Senior Engineer,Irene Sethi,1996-09-06 and 9999-01-01
408437,Senior Staff,Uno Solares,1999-09-22 and 9999-01-01
408437,Staff,Uno Solares,1994-09-22 and 1999-09-22
408447,Senior Staff,Mayuri Werthner,1999-08-19 and 9999-01-01
408447,Staff,Mayuri Werthner,1990-08-19 and 1999-08-19
408953,Senior Engineer,Jolita Claffy,1993-12-24 and 9999-01-01
408654,Senior Staff,Yongqiao Cochrane,1991-10-27 and 9999-01-01
408654,Staff,Yongqiao Cochrane,1986-10-27 and 1991-10-27
409798,Technique Leader,Dekang Tsunoo,1995-01-19 and 9999-01-01
409391,Engineer,Willard Verspoor,1999-02-28 and 9999-01-01
409805,Senior Engineer,Frazer Candan,1999-03-05 and 9999-01-01
409898,Engineer,Divier Ishibashi,1989-09-22 and 1994-09-22
409898,Senior Engineer,Divier Ishibashi,1994-09-22 and 9999-01-01
410616,Engineer,Gudjon Kalorkoti,1994-04-14 and 1999-04-14
410028,Senior Staff,Xiadong McClurg,1994-09-17 and 9999-01-01
410028,Staff,Xiadong McClurg,1985-09-17 and 1994-09-17
410372,Engineer,Duri Mitina,1990-03-04 and 1995-03-04
410372,Senior Engineer,Duri Mitina,1995-03-04 and 9999-01-01
410616,Senior Engineer,Gudjon Kalorkoti,1999-04-14 and 9999-01-01
411070,Engineer,Otmar Brandsma,1987-05-28 and 1992-05-27
410433,Senior Engineer,Kazuhisa Riesenhuber,1992-10-06 and 9999-01-01
410804,Engineer,Ronnie Denos,1992-06-08 and 1997-06-08
410804,Senior Engineer,Ronnie Denos,1997-06-08 and 9999-01-01
410881,Senior Engineer,Koichi Grabner,1990-04-24 and 9999-01-01
411070,Senior Engineer,Otmar Brandsma,1992-05-27 and 9999-01-01
411082,Engineer,Martine Cangellaris,1992-04-28 and 1998-04-28
411082,Senior Engineer,Martine Cangellaris,1998-04-28 and 9999-01-01
411143,Senior Staff,Goncalo Barbanera,1996-09-01 and 9999-01-01
412404,Senior Engineer,Mitsuyuki Jeansoulin,1999-10-28 and 9999-01-01
413205,Senior Staff,Mototsugu Prampolini,1988-06-12 and 9999-01-01
412757,Engineer,Leen Peak,1999-11-20 and 9999-01-01
413666,Senior Staff,Remco Duclos,1996-04-18 and 9999-01-01
413098,Senior Staff,Hsiangchu Taubenfeld,1999-04-17 and 9999-01-01
413098,Staff,Hsiangchu Taubenfeld,1993-04-17 and 1999-04-17
413666,Staff,Remco Duclos,1988-04-18 and 1996-04-18
413729,Technique Leader,Harjit Ernst,1992-04-26 and 9999-01-01
413831,Senior Staff,Mohamadou Grabner,1998-11-25 and 9999-01-01
413831,Staff,Mohamadou Grabner,1991-11-25 and 1998-11-25
413832,Senior Staff,Marco Jahnichen,1995-03-28 and 9999-01-01
414027,Engineer,Tadanori Msuda,1988-11-06 and 1997-11-06
414091,Engineer,Wuxu Kuhnemann,1997-08-19 and 9999-01-01
414027,Senior Engineer,Tadanori Msuda,1997-11-06 and 9999-01-01
414543,Senior Engineer,Bernd Anick,1988-11-19 and 9999-01-01
414551,Engineer,Elliott Copas,1994-09-13 and 1999-09-13
414551,Senior Engineer,Elliott Copas,1999-09-13 and 9999-01-01
414814,Staff,Dayanand Wielonsky,1999-02-15 and 9999-01-01
414662,Engineer,Ipke Schneeberger,1985-09-20 and 1994-09-20
414662,Senior Engineer,Ipke Schneeberger,1994-09-20 and 9999-01-01
414714,Senior Staff,Chinho Delgrande,1996-11-07 and 9999-01-01
414897,Senior Staff,Juyoung Willoner,1994-11-03 and 9999-01-01
414897,Staff,Juyoung Willoner,1989-11-03 and 1994-11-03
415338,Assistant Engineer,Shigeo Emmart,1995-12-24 and 9999-01-01
415187,Assistant Engineer,Juyoung Peltason,1998-09-01 and 9999-01-01
415363,Senior Staff,Conal Shackell,1993-01-25 and 9999-01-01
415363,Staff,Conal Shackell,1986-01-25 and 1993-01-25
416074,Engineer,Alain Lieberherr,1987-05-11 and 1996-05-10
415563,Engineer,Mrinalini Bierbaum,1986-03-12 and 1994-03-12
415563,Senior Engineer,Mrinalini Bierbaum,1994-03-12 and 9999-01-01
416074,Senior Engineer,Alain Lieberherr,1996-05-10 and 9999-01-01
416383,Engineer,Nectarios Itschner,1990-03-02 and 1996-03-01
416383,Senior Engineer,Nectarios Itschner,1996-03-01 and 9999-01-01
416420,Senior Staff,Adamantios Heemskerk,1986-08-08 and 9999-01-01
416660,Assistant Engineer,Nathalie Luke,1987-09-16 and 1992-09-15
416492,Senior Engineer,Kannan Meriste,1992-08-12 and 9999-01-01
416660,Engineer,Nathalie Luke,1992-09-15 and 1997-09-15
416660,Senior Engineer,Nathalie Luke,1997-09-15 and 9999-01-01
416720,Engineer,Tokuyasu Xiaoshan,1991-09-19 and 1998-09-19
416720,Senior Engineer,Tokuyasu Xiaoshan,1998-09-19 and 9999-01-01
416877,Senior Staff,Gio Orsini,1993-12-07 and 9999-01-01
416877,Staff,Gio Orsini,1988-12-07 and 1993-12-07
416892,Engineer,Shooichi Vandervoorde,1996-08-16 and 9999-01-01
418380,Senior Engineer,Kazuhiko Gornas,1993-05-20 and 9999-01-01
417435,Senior Staff,Bouchung Zaumen,1999-01-29 and 9999-01-01
418566,Senior Engineer,Kazuhide Snedden,1996-06-14 and 9999-01-01
418239,Senior Engineer,Josyula Motley,1992-09-05 and 9999-01-01
418247,Senior Staff,Oscar Oppitz,2001-06-29 and 9999-01-01
418247,Staff,Oscar Oppitz,1995-06-30 and 2001-06-29
418298,Engineer,Arvin Pusterhofer,1995-03-02 and 2002-03-02
418298,Senior Engineer,Arvin Pusterhofer,2002-03-02 and 9999-01-01
418309,Engineer,Danel Petereit,1985-02-21 and 1994-02-21
418309,Senior Engineer,Danel Petereit,1994-02-21 and 9999-01-01
418860,Senior Staff,Ymte Dalton,1997-11-22 and 9999-01-01
418606,Engineer,Michaela Otillio,1994-01-05 and 9999-01-01
418860,Staff,Ymte Dalton,1992-11-22 and 1997-11-22
419953,Senior Staff,Ung Orlowski,1998-07-22 and 9999-01-01
418717,Senior Staff,Arunachalam Magliocco,1992-12-22 and 9999-01-01
418717,Staff,Arunachalam Magliocco,1987-12-23 and 1992-12-22
419099,Staff,Heon Broomell,1998-05-06 and 9999-01-01
419953,Staff,Ung Orlowski,1991-07-22 and 1998-07-22
420694,Senior Staff,Frazer Barbanera,1991-11-04 and 9999-01-01
420086,Engineer,Susuma Kitsuregawa,1985-05-28 and 1993-05-28
420086,Senior Engineer,Susuma Kitsuregawa,1993-05-28 and 9999-01-01
420476,Senior Staff,Mariangiola Bolsens,1994-06-15 and 9999-01-01
420476,Staff,Mariangiola Bolsens,1985-06-15 and 1994-06-15
420694,Staff,Frazer Barbanera,1986-11-04 and 1991-11-04
420732,Senior Staff,Willard Morrin,2001-05-27 and 9999-01-01
420732,Staff,Willard Morrin,1996-05-27 and 2001-05-27
420759,Staff,Raimond Solovay,1997-10-03 and 9999-01-01
420765,Senior Staff,Shawna Krider,1997-03-09 and 9999-01-01
420765,Staff,Shawna Krider,1990-03-09 and 1997-03-09
420877,Senior Staff,Khosrow Erez,1996-02-11 and 9999-01-01
420877,Staff,Khosrow Erez,1990-02-11 and 1996-02-11
421312,Engineer,Mariangiola Bashian,1999-09-18 and 9999-01-01
420557,Senior Staff,Mabhin Eastman,1994-08-02 and 9999-01-01
420557,Staff,Mabhin Eastman,1989-08-02 and 1994-08-02
421022,Senior Staff,Shigeaki Butner,1996-07-13 and 9999-01-01
421033,Senior Staff,Garnik Randt,1994-12-23 and 9999-01-01
421033,Staff,Garnik Randt,1989-12-23 and 1994-12-23
421074,Senior Staff,Zhaofang Falster,1999-06-29 and 9999-01-01
421074,Staff,Zhaofang Falster,1994-06-29 and 1999-06-29
421384,Senior Staff,Renny Bednarek,1995-06-01 and 9999-01-01
421384,Staff,Renny Bednarek,1987-06-01 and 1995-06-01
422146,Engineer,Kenton Miara,1999-05-14 and 9999-01-01
421755,Assistant Engineer,Shichao Thiria,1989-01-11 and 1995-01-11
421755,Engineer,Shichao Thiria,1995-01-11 and 2001-01-10
421755,Senior Engineer,Shichao Thiria,2001-01-10 and 9999-01-01
423204,Senior Staff,Uma Stranks,1996-09-12 and 9999-01-01
422783,Engineer,Jagoda Uhrig,1995-09-01 and 9999-01-01
423038,Senior Staff,Takushi Strehl,1988-10-04 and 9999-01-01
423204,Staff,Uma Stranks,1991-09-13 and 1996-09-12
423208,Engineer,Joydip Krone,1995-02-08 and 9999-01-01
423214,Senior Staff,Tsutomu Tetzlaff,1993-09-23 and 9999-01-01
423327,Senior Staff,Constantijn Lichtman,2001-06-26 and 9999-01-01
423327,Staff,Constantijn Lichtman,1994-06-26 and 2001-06-26
423214,Staff,Tsutomu Tetzlaff,1987-09-24 and 1993-09-23
423633,Senior Engineer,Mariusz Tokunaga,1985-02-11 and 9999-01-01
423350,Senior Staff,Heping Monarch,1993-04-15 and 9999-01-01
423350,Staff,Heping Monarch,1988-04-15 and 1993-04-15
423993,Technique Leader,Seshu Kolvik,1988-12-09 and 9999-01-01
424569,Engineer,Danco Luff,1997-10-30 and 9999-01-01
424584,Engineer,Kagan Dredge,1994-02-26 and 2000-02-26
424584,Senior Engineer,Kagan Dredge,2000-02-26 and 9999-01-01
424685,Senior Staff,Changho Veevers,1997-03-03 and 9999-01-01
424797,Senior Staff,Theron Itschner,1993-05-16 and 9999-01-01
424797,Staff,Theron Itschner,1985-05-16 and 1993-05-16
424930,Senior Staff,Xuejun Reeker,1997-11-18 and 9999-01-01
424805,Senior Staff,Jacqueline Zallocco,1994-12-17 and 9999-01-01
424805,Staff,Jacqueline Zallocco,1987-12-17 and 1994-12-17
424930,Staff,Xuejun Reeker,1988-11-18 and 1997-11-18
424984,Engineer,Vasilis Waleschkowski,1996-05-26 and 9999-01-01
425757,Senior Staff,Yongdong Jiang,1990-10-13 and 9999-01-01
425437,Engineer,Moni Staudhammer,1999-03-23 and 9999-01-01
425535,Senior Staff,Alagu Vieri,1992-08-22 and 9999-01-01
425535,Staff,Alagu Vieri,1986-08-23 and 1992-08-22
425540,Senior Staff,Paddy Zumaque,1995-11-12 and 9999-01-01
425780,Senior Staff,Paris Range,1997-10-25 and 9999-01-01
425780,Staff,Paris Range,1989-10-25 and 1997-10-25
425875,Senior Staff,Jahangir Kroft,1995-06-11 and 9999-01-01
425875,Staff,Jahangir Kroft,1990-06-11 and 1995-06-11
425830,Engineer,Guther Conia,1999-02-13 and 9999-01-01
426153,Senior Staff,Shahaf Luce,1999-04-06 and 9999-01-01
426168,Senior Staff,Kaijung Mateescu,1992-11-17 and 9999-01-01
426168,Staff,Kaijung Mateescu,1987-11-18 and 1992-11-17
426228,Engineer,Supot Badache,1996-08-17 and 9999-01-01
426235,Senior Staff,Danco Rajala,1996-03-28 and 9999-01-01
426235,Staff,Danco Rajala,1991-03-29 and 1996-03-28
426706,Engineer,Karsten Kawashima,1994-03-15 and 1999-03-15
426706,Senior Engineer,Karsten Kawashima,1999-03-15 and 9999-01-01
426795,Senior Staff,Huican Lunn,1991-07-23 and 9999-01-01
426644,Engineer,Zejun Broomell,1995-01-19 and 2002-01-19
426644,Senior Engineer,Zejun Broomell,2002-01-19 and 9999-01-01
426795,Staff,Huican Lunn,1986-07-23 and 1991-07-23
426818,Senior Staff,Gaurav Fendler,1997-02-14 and 9999-01-01
426958,Engineer,Weijing Viele,1985-10-03 and 1993-10-03
426958,Senior Engineer,Weijing Viele,1993-10-03 and 9999-01-01
426818,Staff,Gaurav Fendler,1992-02-15 and 1997-02-14
426819,Engineer,Sandeepan Kulisch,1997-05-16 and 9999-01-01
426824,Senior Staff,Gopalakrishnan Mawatari,1993-10-29 and 9999-01-01
426824,Staff,Gopalakrishnan Mawatari,1988-10-29 and 1993-10-29
427776,Senior Staff,Jaques Navazio,1998-04-03 and 9999-01-01
427313,Senior Staff,Utpal Kemmerer,1991-12-04 and 9999-01-01
427313,Staff,Utpal Kemmerer,1986-12-04 and 1991-12-04
427320,Senior Engineer,Mamdouh Ramamoorthy,2000-01-13 and 9999-01-01
427332,Staff,Feiyu Hemaspaandra,1995-06-04 and 9999-01-01
427571,Engineer,Torsten Ranta,1987-12-11 and 1996-12-10
427571,Senior Engineer,Torsten Ranta,1996-12-10 and 9999-01-01
427852,Senior Engineer,Adil Kieras,1992-07-20 and 9999-01-01
427776,Staff,Jaques Navazio,1989-04-04 and 1998-04-03
427805,Senior Staff,Haldun Compeau,1997-10-15 and 9999-01-01
427823,Staff,Jaques Gecsei,1999-07-13 and 9999-01-01
428160,Senior Staff,Jamaludin Kalorkoti,2001-07-14 and 9999-01-01
428082,Senior Staff,Ronghao Alpin,2000-09-10 and 9999-01-01
428082,Staff,Ronghao Alpin,1991-09-11 and 2000-09-10
428160,Staff,Jamaludin Kalorkoti,1993-07-14 and 2001-07-14
428195,Senior Staff,Hatsukazu Rosca,1991-10-13 and 9999-01-01
428195,Staff,Hatsukazu Rosca,1986-10-13 and 1991-10-13
428219,Senior Staff,Ghassan Androutsos,1993-12-25 and 9999-01-01
428219,Staff,Ghassan Androutsos,1987-12-26 and 1993-12-25
428917,Assistant Engineer,Theron Billawala,1989-02-17 and 1995-02-17
428917,Engineer,Theron Billawala,1995-02-17 and 2001-02-16
428917,Senior Engineer,Theron Billawala,2001-02-16 and 9999-01-01
429231,Senior Staff,Kazuyasu Schmiedel,1991-09-07 and 9999-01-01
429087,Technique Leader,Hugh Senzako,1992-10-15 and 9999-01-01
429231,Staff,Kazuyasu Schmiedel,1985-09-07 and 1991-09-07
429238,Senior Staff,Mona Luck,1989-05-11 and 9999-01-01
429481,Engineer,Subhada Emmerich,1996-03-06 and 9999-01-01
429249,Engineer,Alassane Wolniewicz,1986-10-06 and 1993-10-06
429249,Senior Engineer,Alassane Wolniewicz,1993-10-06 and 9999-01-01
429316,Senior Staff,Seshu Hiraishi,2001-08-10 and 9999-01-01
429316,Staff,Seshu Hiraishi,1994-08-10 and 2001-08-10
429520,Engineer,Yongqiao Francisci,1999-12-01 and 9999-01-01
429381,Senior Staff,Limsoon Roohalamini,1992-11-25 and 9999-01-01
429381,Staff,Limsoon Roohalamini,1986-11-26 and 1992-11-25
429703,Senior Staff,Ung Honglei,1993-09-02 and 9999-01-01
429532,Senior Staff,Bartek Vendrig,1996-11-11 and 9999-01-01
429532,Staff,Bartek Vendrig,1991-11-12 and 1996-11-11
429703,Staff,Ung Honglei,1986-09-02 and 1993-09-02
429899,Staff,Ranan Marsiglia,1999-08-13 and 9999-01-01
429569,Assistant Engineer,Fumiya Chappelet,1992-09-03 and 1999-09-04
429569,Engineer,Fumiya Chappelet,1999-09-04 and 9999-01-01
430054,Engineer,Erzsebet Setiz,1993-06-10 and 1998-06-10
430054,Senior Engineer,Erzsebet Setiz,1998-06-10 and 9999-01-01
429954,Staff,Renny Gladwell,1999-02-27 and 9999-01-01
431576,Senior Staff,Masamitsu Back,1994-03-25 and 9999-01-01
430558,Engineer,Xiong Roisin,1988-03-01 and 1995-03-02
430558,Senior Engineer,Xiong Roisin,1995-03-02 and 9999-01-01
430593,Senior Staff,Janalee Lanzelotte,1997-12-01 and 9999-01-01
430631,Engineer,Kersti Marsiglia,1994-02-19 and 9999-01-01
430891,Senior Engineer,Khalil Gien,1991-08-06 and 9999-01-01
431576,Staff,Masamitsu Back,1987-03-25 and 1994-03-25
431657,Engineer,Visit Thiran,1986-11-14 and 1991-11-14
431657,Senior Engineer,Visit Thiran,1991-11-14 and 9999-01-01
432031,Senior Staff,Adamantios Matzat,1993-02-28 and 9999-01-01
431882,Engineer,Hideo Varman,1997-06-19 and 9999-01-01
431887,Senior Engineer,Poorav Ranst,1996-06-01 and 9999-01-01
432031,Staff,Adamantios Matzat,1987-03-01 and 1993-02-28
432034,Senior Staff,Arfst Uehara,1993-11-15 and 9999-01-01
432257,Engineer,Kwangjo Hiltgen,1998-12-22 and 9999-01-01
432121,Senior Staff,Alair Straney,1992-11-14 and 9999-01-01
432121,Staff,Alair Straney,1986-11-15 and 1992-11-14
432261,Engineer,Arve Bergere,1987-07-28 and 1994-07-28
432261,Senior Engineer,Arve Bergere,1994-07-28 and 9999-01-01
432523,Engineer,Takahiro Maquelin,1997-07-21 and 9999-01-01
432665,Engineer,Flemming Driscoll,1991-06-28 and 1999-06-28
432399,Engineer,Nitsan Nollmann,1990-09-10 and 1996-09-09
432399,Senior Engineer,Nitsan Nollmann,1996-09-09 and 9999-01-01
432665,Senior Engineer,Flemming Driscoll,1999-06-28 and 9999-01-01
432787,Senior Engineer,Toshiko Ibel,1996-11-23 and 9999-01-01
433157,Staff,Tomofumi Serna,1999-10-23 and 9999-01-01
432956,Senior Staff,Qunsheng Birrer,1994-05-13 and 9999-01-01
432956,Staff,Qunsheng Birrer,1986-05-13 and 1994-05-13
433260,Assistant Engineer,Make Olivero,1991-06-01 and 1998-06-01
433059,Staff,Bojan Montresor,1995-02-04 and 9999-01-01
433260,Engineer,Make Olivero,1998-06-01 and 9999-01-01
434936,Engineer,Sahrah Rosis,1994-06-24 and 2000-06-23
433438,Senior Staff,Keiichiro Miyakawa,2000-09-12 and 9999-01-01
433438,Staff,Keiichiro Miyakawa,1993-09-12 and 2000-09-12
434936,Senior Engineer,Sahrah Rosis,2000-06-23 and 9999-01-01
435042,Staff,Brigham Borstler,1995-10-09 and 9999-01-01
434845,Senior Staff,Takushi Skogmar,1991-06-07 and 9999-01-01
434845,Staff,Takushi Skogmar,1985-06-07 and 1991-06-07
435060,Staff,Moie Lieblein,1996-07-12 and 9999-01-01
435289,Senior Staff,Feixiong Schurmann,1993-02-14 and 9999-01-01
435289,Staff,Feixiong Schurmann,1987-02-15 and 1993-02-14
435305,Senior Staff,Berthier Pramanik,1999-01-23 and 9999-01-01
435305,Staff,Berthier Pramanik,1993-01-23 and 1999-01-23
435370,Senior Staff,Conal Basart,1991-05-17 and 9999-01-01
435181,Senior Staff,Kazuhide Fiutem,1998-05-10 and 9999-01-01
435181,Staff,Kazuhide Fiutem,1992-05-10 and 1998-05-10
435774,Senior Staff,Olivera Bharadwaj,2001-04-01 and 9999-01-01
435588,Senior Staff,Genta Pepe,2002-04-12 and 9999-01-01
435588,Staff,Genta Pepe,1994-04-12 and 2002-04-12
435602,Senior Staff,Dietrich Kranzdorf,2001-10-04 and 9999-01-01
435602,Staff,Dietrich Kranzdorf,1992-10-04 and 2001-10-04
435774,Staff,Olivera Bharadwaj,1992-04-01 and 2001-04-01
436558,Senior Engineer,Subir Greibach,1992-05-24 and 9999-01-01
435791,Engineer,Hercules Speer,1994-03-07 and 1999-03-07
435791,Senior Engineer,Hercules Speer,1999-03-07 and 9999-01-01
436797,Senior Staff,Ohad Henders,1996-11-02 and 9999-01-01
436797,Staff,Ohad Henders,1990-11-03 and 1996-11-02
436827,Senior Staff,Wojceich Limongiello,1988-03-10 and 9999-01-01
436915,Staff,Feixiong Haraldson,1998-10-11 and 9999-01-01
437276,Senior Staff,Dines DeMori,1994-12-07 and 9999-01-01
437276,Staff,Dines DeMori,1987-12-07 and 1994-12-07
437724,Staff,Erez Luft,1994-12-14 and 9999-01-01
437369,Senior Staff,Kazuhide Biran,1995-01-25 and 9999-01-01
437395,Senior Staff,Sumant Thambidurai,2000-01-02 and 9999-01-01
437395,Staff,Sumant Thambidurai,1994-01-02 and 2000-01-02
438038,Senior Staff,Lena Giaccio,1999-03-17 and 9999-01-01
437870,Staff,Kerhong Lorho,1995-06-18 and 9999-01-01
438264,Senior Staff,Rasikan Barreiro,2000-09-26 and 9999-01-01
438264,Staff,Rasikan Barreiro,1991-09-27 and 2000-09-26
438557,Engineer,Lidong Swist,1999-09-16 and 9999-01-01
439377,Senior Engineer,Mari Plessier,1997-07-04 and 9999-01-01
440325,Senior Staff,Douadi Sullins,1999-09-25 and 9999-01-01
439905,Senior Staff,Kousuke Levasseur,1996-03-15 and 9999-01-01
439905,Staff,Kousuke Levasseur,1990-03-16 and 1996-03-15
439924,Senior Staff,Gunilla Kisuki,2000-08-13 and 9999-01-01
439924,Staff,Gunilla Kisuki,1994-08-14 and 2000-08-13
440642,Senior Staff,Snehasis Kalsbeek,1997-01-05 and 9999-01-01
440435,Senior Engineer,Sandeepan Rosti,1991-11-26 and 9999-01-01
440450,Senior Staff,Tzvetan Scharstein,1999-06-16 and 9999-01-01
440450,Staff,Tzvetan Scharstein,1994-06-16 and 1999-06-16
440642,Staff,Snehasis Kalsbeek,1988-01-06 and 1997-01-05
440937,Senior Staff,Fabrizio Usery,1999-10-14 and 9999-01-01
440870,Senior Staff,Filipp Hasham,1999-07-11 and 9999-01-01
440870,Staff,Filipp Hasham,1990-07-11 and 1999-07-11
440937,Staff,Fabrizio Usery,1992-10-13 and 1999-10-14
441536,Senior Engineer,Chinho Collette,1990-08-07 and 9999-01-01
441197,Senior Staff,Miquel Legleitner,1993-06-28 and 9999-01-01
441197,Staff,Miquel Legleitner,1985-06-28 and 1993-06-28
441954,Engineer,Leszek Marchegay,1999-06-13 and 9999-01-01
441965,Senior Staff,Claudi Heijenga,1994-08-30 and 9999-01-01
441965,Staff,Claudi Heijenga,1988-08-30 and 1994-08-30
442002,Senior Staff,Ravishankar Baig,2000-03-17 and 9999-01-01
442096,Senior Engineer,Martijn DiGiano,1990-06-15 and 9999-01-01
442002,Staff,Ravishankar Baig,1992-03-17 and 2000-03-17
442312,Engineer,Zengping Cusworth,1991-06-07 and 1997-06-06
442312,Senior Engineer,Zengping Cusworth,1997-06-06 and 9999-01-01
442653,Engineer,Mona Hebden,1995-10-20 and 9999-01-01
442490,Engineer,Navid Luke,1994-10-17 and 9999-01-01
442700,Staff,Siddarth Masada,1997-08-11 and 9999-01-01
442898,Engineer,Aksel Gire,1999-06-27 and 9999-01-01
443485,Senior Staff,Marke Klerer,1990-04-14 and 9999-01-01
443108,Senior Staff,Christfried Atrawala,1990-07-13 and 9999-01-01
443841,Senior Staff,Shaw Kading,2000-07-16 and 9999-01-01
443841,Staff,Shaw Kading,1992-07-16 and 2000-07-16
443873,Senior Staff,Vatsa Ramsay,2002-02-04 and 9999-01-01
443873,Staff,Vatsa Ramsay,1994-02-04 and 2002-02-04
444070,Senior Staff,Heping Skrikant,1999-11-27 and 9999-01-01
444070,Staff,Heping Skrikant,1990-11-27 and 1999-11-27
444099,Senior Staff,Kousuke Worfolk,1997-03-22 and 9999-01-01
444099,Staff,Kousuke Worfolk,1988-03-22 and 1997-03-22
444643,Staff,Berna Schonegge,1998-06-28 and 9999-01-01
444208,Senior Staff,Irena Cesareni,1985-10-30 and 9999-01-01
444465,Senior Engineer,Prasadram Bultermann,1997-08-29 and 9999-01-01
444487,Senior Engineer,Udi Rullman,1994-04-09 and 9999-01-01
445226,Engineer,Oscar Baumann,1987-01-22 and 1996-01-22
445067,Engineer,Eldridge Kawashima,1990-02-27 and 1997-02-27
445067,Senior Engineer,Eldridge Kawashima,1997-02-27 and 9999-01-01
445226,Senior Engineer,Oscar Baumann,1996-01-22 and 9999-01-01
445570,Technique Leader,Van Nations,1986-08-11 and 9999-01-01
445152,Senior Staff,Heping Peac,1992-03-20 and 9999-01-01
445152,Staff,Heping Peac,1985-03-20 and 1992-03-20
445941,Technique Leader,Masako Dechter,1985-09-25 and 9999-01-01
445723,Senior Staff,Gaurav Roison,1995-10-22 and 9999-01-01
445723,Staff,Gaurav Roison,1986-10-22 and 1995-10-22
445950,Engineer,Ebru Valtorta,1992-12-09 and 1997-12-09
445950,Senior Engineer,Ebru Valtorta,1997-12-09 and 9999-01-01
446897,Technique Leader,Takahiro Dalton,1992-09-30 and 9999-01-01
446121,Staff,Fay Cochrane,1999-12-13 and 9999-01-01
446306,Senior Engineer,Hercules Kabayashi,1991-06-10 and 9999-01-01
446424,Engineer,DAIDA Nooteboom,1985-11-24 and 1992-11-24
446424,Senior Engineer,DAIDA Nooteboom,1992-11-24 and 9999-01-01
446959,Senior Engineer,Aram Passino,1995-01-28 and 9999-01-01
447018,Engineer,Dannz Miara,1992-12-04 and 2000-12-04
447018,Senior Engineer,Dannz Miara,2000-12-04 and 9999-01-01
447232,Senior Staff,Aleksander Schaaf,2001-05-25 and 9999-01-01
447135,Senior Staff,Gennady Rouquie,1989-08-24 and 9999-01-01
447232,Staff,Aleksander Schaaf,1995-05-26 and 2001-05-25
447544,Senior Staff,Stabislas Kakkad,1989-02-19 and 9999-01-01
447376,Staff,Kirk Zongker,1999-12-10 and 9999-01-01
447877,Engineer,Make Heuser,1988-07-02 and 1997-07-02
447613,Engineer,Paris Restivo,1986-11-21 and 1991-11-21
447613,Senior Engineer,Paris Restivo,1991-11-21 and 9999-01-01
447877,Senior Engineer,Make Heuser,1997-07-02 and 9999-01-01
447931,Senior Staff,Martijn Jeong,1999-12-14 and 9999-01-01
447999,Engineer,Shiv Vilarrasa,1990-08-01 and 1995-08-01
447999,Senior Engineer,Shiv Vilarrasa,1995-08-01 and 9999-01-01
447931,Staff,Martijn Jeong,1990-12-14 and 1999-12-14
447966,Engineer,Kamakshi Hebert,1997-01-17 and 2002-01-17
447966,Senior Engineer,Kamakshi Hebert,2002-01-17 and 9999-01-01
447982,Engineer,Shiv Baezner,1990-12-17 and 1996-12-16
