emp_no,fullname,from_date,salary,title
12030,Shuky Cromarty,1996-06-24,40000,Staff
12034,Aemilian Piazza,1995-11-22,40148,Staff
12036,Mads Ratzlaff,1995-09-05,67143,Senior Staff
12037,Arunas Katzenelson,1992-09-30,47805,Senior Staff
12040,Bluma Kermarrec,1998-09-28,64813,Senior Staff
12043,Masaki Lubachevsky,2000-01-05,49009,Staff
12047,Jordanka Ligten,1996-08-23,52051,Assistant Engineer
12050,Yuchang Tchuente,1996-04-01,46704,Engineer
12053,Yechezkel Pelc,1989-11-12,48319,Senior Engineer
12054,Odysseas Braccini,1999-08-06,67400,Staff
12060,Toshimi Antonakopoulos,1996-06-21,40000,Technique Leader
12062,Margareta Worfolk,1996-01-04,44199,Senior Staff
12063,Lein Bale,2002-07-24,56022,Senior Engineer
12069,Ayonca Burnard,1995-05-13,51928,Senior Engineer
12070,Ger Shokrollahi,1988-11-14,50233,Technique Leader
12076,Karlis Siprelle,1985-03-25,75381,Senior Staff
12080,Panayotis Feinberg,2001-05-17,47946,Senior Staff
12082,Xinan Yamaashi,1992-01-29,72118,Senior Staff
12089,Bilhanan Socorro,1994-10-22,46288,Senior Staff
12090,Shigenori Angelopoulos,1999-10-03,46269,Engineer
12091,Lansing Cunliffe,1989-03-21,40000,Senior Engineer
12092,Kauko Unno,1998-08-08,40000,Senior Staff
12093,Evgueni Oxenboll,1999-01-19,40000,Senior Engineer
12094,Weiru Pearson,1989-04-27,44788,Senior Staff
12099,Nobuyoshi Kuzuoka,1999-02-15,104610,Senior Staff
12102,Aron Erde,1994-02-17,90853,Staff
12112,Satyanarayana Avouris,1997-09-26,76538,Senior Staff
12114,Shiv Rubsam,1997-02-04,40000,Staff
12122,Satoru Krone,1992-07-23,46398,Senior Engineer
12123,Xiahua Syrzycki,1994-07-18,64879,Senior Staff
12125,Shounak Erman,1997-03-31,41215,Engineer
12138,Takahito Brender,1996-02-23,40000,Engineer
12140,Xudong Paciorek,1996-11-15,40000,Senior Staff
12149,Suebskul Grandbois,1988-10-01,109934,Senior Staff
12159,Shem Perly,1985-07-17,61210,Senior Engineer
12160,Aamer Garrabrants,1989-09-19,60391,Senior Staff
12164,Muneo Chachaty,1996-05-14,43366,Engineer
12165,Xiaobin Maquelin,1994-08-29,41951,Senior Engineer
12168,Arnd Salverda,1996-06-21,40000,Senior Staff
12172,Jianhua Llado,1990-12-08,40000,Senior Staff
12174,Slavian Plavsic,1996-01-09,40000,Senior Engineer
12183,Harngdar Iisaku,1998-04-04,40000,Engineer
12186,Guther Nooteboom,1998-01-24,70221,Senior Staff
12190,Abdulah Engberts,1997-12-13,40000,Senior Engineer
12191,Rosella Bazzichi,1998-11-22,45307,Engineer
12192,Feiyu Klyachko,1991-09-02,41625,Senior Engineer
12205,Sushant Rossi,1987-11-11,40000,Senior Engineer
12206,Barton Janetzko,2001-03-27,40000,Senior Engineer
12210,Vugranam Ashish,1997-11-08,40000,Senior Staff
12213,Kwangho Brizzi,2000-10-31,79834,Senior Staff
12216,Aloke Mansanne,1995-10-25,40000,Engineer
12218,Yaghout Strooper,2000-03-11,40000,Senior Engineer
12219,Junsik Gadepally,1995-06-13,57507,Senior Staff
12221,Vincent Melter,1991-09-16,56736,Senior Engineer
12222,Abdelwaheb Holburn,1996-08-14,55840,Senior Staff
12223,Niteen Koyama,1995-08-13,54459,Senior Engineer
12230,Yuriy Bellone,1997-04-13,53692,Engineer
12231,Nishit Bharadwaj,1990-05-19,40000,Senior Engineer
12235,Honesty Haumacher,1997-07-10,100755,Staff
12242,Satoru Wolniewicz,2000-11-11,46911,Engineer
12247,Subbu Penttonen,1985-04-09,59183,Technique Leader
12249,Eldridge Sadowski,1996-06-20,70099,Senior Engineer
12250,Kerhong Aloia,1991-04-25,61573,Senior Engineer
12256,Guadalupe Reghbati,1992-08-26,40000,Senior Staff
12258,Kankanahalli Eiter,1999-06-22,40748,Senior Engineer
12264,Mart Pagter,1998-01-09,51816,Engineer
12269,Mohammed Whitcomb,2000-07-05,40000,Senior Engineer
12270,Shakhar Kornyak,1996-08-19,52840,Senior Staff
12272,Behnaam Grandbois,1992-12-07,43811,Senior Staff
12273,Jaideep Uehara,1998-02-14,90736,Senior Staff
12281,Hisao Langford,2000-09-22,45417,Senior Engineer
12282,Tadahiro Delgrange,1999-10-06,40000,Engineer
12291,Masamitsu Koyama,1999-03-29,67506,Senior Staff
12298,Tetsurou Rodham,1994-03-31,62015,Senior Engineer
12308,Mototsugu Cronau,1991-08-11,58741,Senior Staff
12311,Susanne Lubachevsky,1985-10-22,40000,Senior Engineer
12316,Hyuncheol Duclos,1998-04-05,46261,Engineer
12317,Weiyi Crabtree,1996-08-11,40000,Staff
12328,Atilio Prampolini,1997-05-03,51299,Staff
12338,Kagan Besselaar,1997-01-10,46270,Staff
12339,Pranay Czaja,1996-07-18,40000,Staff
12341,Rasiah Luga,1990-05-25,40000,Senior Engineer
12343,Sorina Slaats,1997-08-25,52134,Senior Staff
12355,Vidar Hutton,1995-11-08,70724,Senior Engineer
12364,Neelam Cummings,1998-11-02,42337,Assistant Engineer
12365,Kamakshi Bisiani,1994-09-12,40000,Senior Engineer
12368,Gor Dechter,2000-06-14,45415,Senior Staff
12373,Mooi Driscoll,1993-11-11,75986,Senior Staff
12379,Kazuhisa Serna,1996-06-02,43508,Technique Leader
12381,Amalendu Klerer,1998-06-24,42211,Senior Staff
12388,Arumugam Hebert,1997-09-11,40000,Senior Engineer
12394,Stevo Reeken,1998-09-26,40000,Engineer
12395,Sanjit Felder,1995-06-05,66909,Senior Staff
12399,Mihalis Luga,1996-12-06,85582,Senior Staff
12411,Shao Ibel,1991-08-17,97610,Senior Staff
12413,Hugh Gadepally,1999-03-04,53179,Senior Engineer
12417,Dannz Spelt,1998-02-02,67342,Senior Engineer
12421,Toshimi Gulik,1996-10-29,52691,Senior Engineer
12422,Berhard Demos,2001-06-07,71376,Senior Staff
12426,Shahaf Valtorta,1999-05-17,40000,Technique Leader
12427,Zissis Daescu,2000-09-09,40000,Senior Staff
12434,Xumin Bernardinello,1994-09-11,40000,Engineer
12438,Yongmao Mondadori,1999-12-20,109440,Senior Staff
12450,Sanjeeva Perng,1999-02-02,40000,Senior Engineer
12452,Hiroyasu Francisci,1997-09-28,40000,Engineer
12454,Kerryn Farris,1998-12-18,41347,Staff
12464,Shai Milicic,1998-06-01,50448,Staff
12466,Cullen Nations,1994-02-19,65175,Senior Staff
12468,Ioana Baezner,1993-12-08,41627,Staff
12475,Filipe Roison,1996-04-25,40000,Senior Engineer
12480,Tetsushi Schade,1997-12-21,62415,Staff
12487,Mona Reghbati,1998-12-07,40000,Senior Staff
12488,Etsuo Gerteisen,1995-04-27,40000,Senior Engineer
12489,Arnould Munck,1986-04-11,63306,Senior Engineer
12490,Jackson Muchinsky,2000-05-08,40000,Senior Engineer
12492,Kristinn Hammerschmidt,1992-11-16,59589,Senior Engineer
12497,Stein Penz,1997-09-25,81191,Senior Staff
12499,Izaskun Lamba,1997-08-27,69706,Senior Staff
12501,Morrie Matheson,1986-06-05,76082,Senior Staff
12502,Danil VanScheik,1989-06-06,40000,Senior Engineer
12504,Adly Rosaz,1997-08-14,40000,Engineer
12506,Gay Rodite,1997-08-29,50229,Engineer
12509,Rutger Krzyzanowski,1997-09-25,40000,Senior Staff
12514,Tomofumi Melter,1999-11-13,54241,Engineer
12515,Pranav Wilharm,2000-01-27,50655,Senior Engineer
12520,Goetz Basart,1999-03-06,40000,Engineer
12522,Trygve Zhang,1999-01-28,47733,Technique Leader
12523,Tonia Casley,1990-01-22,94760,Senior Staff
12524,Tetsushi Demeyer,1996-12-19,42824,Engineer
12528,Conor Cincotta,1997-09-24,40000,Senior Staff
12534,Yongmao Gerlach,1985-08-14,66715,Senior Engineer
12537,Avishai Gonthier,2001-05-19,85107,Senior Staff
12540,Poornachandra Bresenham,1998-11-28,40000,Senior Staff
12541,Shih Nanard,1996-08-31,93105,Senior Staff
12542,Kazuhide Bouloucos,1993-09-11,44176,Senior Staff
12551,Jeane Tzvieli,1993-12-03,40000,Senior Engineer
12553,Aral Vesna,1987-02-28,40000,Senior Staff
12555,Spyrose DuCasse,1995-07-23,68051,Assistant Engineer
12557,Stafford Kopetz,1988-03-20,41840,Senior Engineer
12558,Danco Niizuma,1989-08-12,40000,Senior Engineer
12563,Honesty Ducloy,1998-03-08,40000,Engineer
12564,Remco Nitsche,1998-11-03,76772,Staff
12571,Abdelaziz Candan,2002-04-23,53163,Engineer
12574,Mong Gelosh,1999-01-08,66284,Engineer
12586,Oguz Tasistro,2001-04-30,50972,Senior Engineer
12588,Yagil Kenevan,2002-02-08,49125,Senior Engineer
12589,Anoosh Chleq,1997-09-08,59441,Senior Engineer
12590,Gita Rosenbaum,1993-02-25,72208,Senior Staff
12596,Breannda Roisin,1996-09-29,40000,Senior Staff
12597,Kazuhito Petereit,1999-12-13,63589,Senior Staff
12601,Ghassan Simkin,2002-07-09,41714,Senior Engineer
12603,Utpal Roison,1997-06-10,43168,Staff
12608,Nectarios Mondadori,2000-02-22,40000,Senior Staff
12612,Chandrasekaran Thimonier,1999-05-29,92187,Staff
12617,Shawna Rusterholz,1996-03-02,55663,Senior Staff
12623,Raimond Scharstein,2000-11-03,79700,Senior Staff
12626,Gill Comyn,2000-09-24,61375,Senior Engineer
12630,Sreekrishna Falco,1997-06-03,41052,Senior Staff
12635,Xinyu Restivo,2000-02-03,40000,Senior Engineer
12636,Yuuichi Debuse,1996-10-22,40000,Senior Staff
12638,Yuqun Seiwald,1999-04-29,56677,Engineer
12639,Zeljko Schapire,2002-05-21,40000,Senior Engineer
12642,Suebskul Gips,2001-10-28,68271,Senior Staff
12644,Bernt Jayawardene,1994-10-29,40000,Senior Engineer
12645,Kyoichi Decaestecker,1999-05-21,63135,Staff
12651,Pragnesh Bael,1988-01-27,75150,Senior Staff
12656,Seshu Morton,2001-06-27,70030,Senior Staff
12662,Leucio Alvarado,1994-08-27,69016,Engineer
12663,Nobuyoshi Stellhorn,1986-09-29,49966,Technique Leader
12664,Zhonghua Parveen,1999-08-04,40000,Staff
12666,Stamatina Prenel,1998-04-19,40000,Engineer
12670,Seongbae Alameldin,1999-09-10,45281,Engineer
12672,Mayumi Varman,1998-04-02,54041,Senior Engineer
12680,Bader Staudhammer,1995-11-12,46321,Staff
12687,Weicheng Badache,1998-04-12,78376,Staff
12689,Luerbio Boudaillier,2001-11-23,59689,Senior Engineer
12691,Oddvar Gils,1998-08-25,48493,Senior Engineer
12697,Uri Brizzi,1994-07-11,40000,Senior Staff
12707,Gregory Zastre,1998-06-24,53664,Staff
12709,Ronghao Botman,2001-02-25,45510,Senior Engineer
12715,Honglan Showalter,1996-07-05,40000,Staff
12717,Tzu Jiafu,1999-10-20,53194,Staff
12722,Elliott Cheshire,1985-03-29,62325,Senior Staff
12725,Inderjeet Flexer,1999-05-28,40000,Senior Staff
12726,Fumitake Panwar,1994-05-19,61177,Senior Engineer
12729,Nahla Rahier,1997-10-15,51796,Senior Engineer
12731,Yongmao Waymire,1988-04-05,40000,Senior Staff
12732,Mara Takanami,1988-04-06,74436,Senior Staff
12734,Gil Frijda,1986-03-03,40000,Senior Engineer
12746,Heekeun Lunn,1999-07-08,63044,Senior Engineer
12747,Salvador Atrawala,1994-05-23,40000,Technique Leader
12748,Berry Kakkar,1998-12-13,40000,Engineer
12753,Kazuhito Syrotiuk,1999-08-26,47071,Senior Engineer
12754,Ronnie Tetzlaff,1998-09-17,56137,Senior Engineer
12755,Rildo Rodite,1994-03-18,40196,Senior Staff
12761,Hitofumi Schaad,2002-05-06,62465,Senior Staff
12769,Abdelwaheb Gluchowski,1994-09-02,40000,Engineer
12770,Maik Benzaken,1990-11-16,55103,Senior Staff
12773,Jenwei Lovengreen,1994-03-05,65556,Senior Engineer
12774,Moon Asrin,1997-08-02,40000,Engineer
12777,Sreenivas Cichocki,1999-08-20,50672,Senior Staff
12785,Bouchung Armand,1996-12-29,68680,Senior Engineer
12786,Weiyi Schusler,1999-12-08,51030,Engineer
12789,Sanjai Felcyn,1996-09-24,41358,Engineer
12790,Gunilla Perl,2000-08-07,87760,Senior Staff
12795,Masoud Fordan,1997-06-23,56969,Senior Staff
12796,Saniya Stanfel,2001-05-24,40000,Senior Engineer
12798,Lillian Beeson,1996-12-26,81145,Senior Staff
12799,Tiina Businaro,1993-12-25,42816,Senior Staff
12803,Gad Boissier,1990-03-16,91789,Senior Staff
12807,Gretta Babb,1996-08-06,48331,Senior Engineer
12810,Kristof Staelin,1996-07-06,46737,Technique Leader
12815,Sushant Junot,1993-02-27,65073,Senior Staff
12819,Mountaz Gubsky,1996-09-09,48455,Senior Engineer
12821,Arco Gihr,1997-05-04,46727,Engineer
12828,Oksana Camurati,1999-06-07,85769,Staff
12829,Harngdar Harbusch,2000-07-05,51521,Senior Engineer
12840,Zhensheng Ferretti,1994-09-10,40000,Engineer
12843,Yinlin Heijenga,1998-10-23,40000,Senior Engineer
12848,Kazuhide Smeets,1997-05-11,40000,Engineer
12851,Kwangyoen Ramsay,1998-08-25,64013,Staff
12855,Mabhin Murrill,1997-08-12,40000,Senior Staff
12857,Alagu Gils,1995-07-05,52646,Senior Engineer
12863,Leif Matheson,1990-09-06,62803,Senior Engineer
12865,Katsuyuki Rothe,1994-02-14,64679,Senior Staff
12868,Berthier Nanard,1990-01-07,40000,Senior Engineer
12869,Jacopo Swiler,1999-01-02,61803,Staff
12872,Marl Schmittgen,1993-09-09,56040,Senior Staff
12879,Baruch Eugenio,1995-06-11,40000,Senior Engineer
12881,Huai Yurek,1999-08-25,66390,Staff
12885,Anwar Collavizza,1990-09-11,40000,Senior Engineer
12887,Hilari DuBourdieux,2001-09-19,40000,Senior Engineer
12889,Mayumi Mukaidono,1999-04-28,58901,Engineer
12890,Neven Casley,1985-10-31,66803,Senior Staff
12893,Licheng Crouzet,1995-03-18,50803,Senior Staff
12895,Roddy Serot,1993-08-15,40000,Senior Engineer
12899,Chinho Sethi,1998-01-13,40000,Senior Staff
12905,Munehiro Gecsei,1993-07-18,58659,Senior Engineer
12910,Uno Casley,1998-03-16,69301,Staff
12915,Arco Ligten,2000-03-31,55723,Senior Staff
12923,Chaosheng Journel,1997-01-02,40000,Senior Engineer
12926,Heekeun Luby,1992-12-24,68314,Senior Staff
12934,Adil Solares,1996-10-15,47274,Senior Engineer
12936,Reinhold Farrow,1994-11-10,64450,Technique Leader
12940,Odinaldo Farrar,1992-12-11,49760,Senior Engineer
12941,Tommaso Perelgut,1995-11-06,67069,Senior Engineer
12944,Alselm Benzmuller,2001-06-24,40000,Senior Staff
12949,Geoff Asrin,1992-02-12,40000,Senior Engineer
12960,Tayeb Navazio,1994-08-19,40000,Engineer
12962,Paraskevi Beerel,2001-10-21,73680,Senior Staff
12969,Mohan Angot,1999-02-05,59876,Senior Staff
12977,Byong Markovitch,1992-08-23,61326,Senior Engineer
12982,Sachem Aamodt,2000-01-11,40000,Senior Engineer
12983,Elliott Hambrick,1999-06-28,57252,Staff
12986,Khun Hennebert,1990-09-20,50021,Senior Engineer
12987,Youngkon Kading,2001-05-03,56823,Senior Engineer
13000,Adhemar Chiodo,1997-07-05,40000,Engineer
13004,Fan Beznosov,1996-05-17,40000,Senior Engineer
13008,Jayesh Zaumen,2000-01-07,40000,Engineer
13011,Aamer Glowinski,1995-05-18,51216,Technique Leader
13013,Heekeun Baak,2000-01-22,40000,Engineer
13027,Paraskevi Kohling,1992-01-23,65940,Technique Leader
13030,Yahiko Kroll,1999-11-25,51770,Senior Staff
13034,Arunas Rosen,1992-06-23,77736,Senior Staff
13046,Vivian Stafford,1987-04-19,40000,Senior Staff
13048,Kerhong Massonet,1996-11-14,40000,Senior Engineer
13052,Aleksandar Schlenzig,1996-07-26,42693,Senior Engineer
13054,Samphel Masamoto,2001-12-21,40000,Senior Engineer
13065,Zine Schiper,2001-01-26,58147,Senior Staff
13067,Wayne Kornyak,1994-11-24,40000,Senior Engineer
13075,Rosella Morrin,1991-08-17,40000,Senior Staff
13076,Deniz Skafidas,1995-01-28,50582,Engineer
13084,Domenico Pagter,2002-03-02,64106,Senior Staff
13086,Dzung Domenig,2000-01-27,40000,Senior Staff
13093,Sajjan Unno,1999-09-18,75658,Staff
13096,Ibibia Armand,2001-04-22,52544,Senior Engineer
13103,Srinidhi Ellozy,1988-06-19,40000,Senior Engineer
13108,Rance Matteis,1989-12-14,40000,Senior Staff
13110,Maria Kamble,1989-07-16,57941,Senior Engineer
13124,Quingbo Garnick,1985-03-17,73785,Senior Staff
13126,Parviz Hennebert,2002-03-08,40000,Senior Engineer
13133,Guther Senzako,1991-09-03,67777,Senior Staff
13134,Lorien Chepyzhov,1993-10-22,51227,Senior Engineer
13140,Shuji Vidal,1999-05-30,40000,Staff
13143,Qingxiang Ventosa,1990-02-25,40000,Technique Leader
13144,Persi Nollmann,1997-06-19,52825,Senior Staff
13146,Haldon Erie,1985-05-25,61398,Senior Staff
13147,Shichao Ginesta,1998-06-29,77429,Senior Staff
13150,Mahmut Stavenow,1991-06-15,40000,Technique Leader
13156,Akeel Millington,2000-08-18,48285,Senior Engineer
13159,Jingling Ranst,1999-08-12,54536,Staff
13161,Manu Picci,1996-01-02,49733,Senior Engineer
13165,Lucian Benner,1995-03-17,42796,Senior Engineer
13168,Munir Stentiford,1992-09-10,49210,Senior Engineer
13170,Cheong Bernardeschi,1998-01-09,49012,Senior Staff
13171,Anoosh Birnbaum,1995-08-31,40000,Senior Engineer
13173,Arve Horswill,1996-09-23,46354,Senior Staff
13175,Yucai Swick,1998-01-20,65572,Senior Engineer
13179,Moty Janocha,1999-02-19,90233,Staff
13182,Kokou Rodite,1999-03-03,46832,Engineer
13186,Kyoichi Barbanera,1995-04-29,93138,Senior Staff
13192,Rosita Flowers,1993-02-01,43986,Technique Leader
13200,Weidon Pauthner,1998-08-07,50821,Senior Engineer
13202,Aram Scharstein,1992-03-28,51915,Senior Staff
13203,Phule Emmart,1995-01-12,40000,Senior Staff
13204,Mircea Pellegrinelli,1996-12-16,45177,Assistant Engineer
13206,Tetsurou Rullman,1999-09-06,44383,Staff
13210,Jianhua Klassen,2002-07-27,83961,Senior Staff
13213,Hein Billawala,1993-08-30,61131,Senior Staff
13216,Stabislas Weedman,1999-05-23,40000,Staff
13227,Goncalo Pell,1997-02-03,88669,Staff
13232,Mitchel Fujisaki,1986-06-02,40000,Technique Leader
13233,Alselm Chvatal,1995-03-31,49414,Senior Engineer
13235,Taizo Remmers,1998-04-23,57427,Engineer
13238,Ebru Foote,1998-10-10,40000,Senior Staff
13240,King Pileggi,2001-03-10,49018,Senior Engineer
13246,Adil Siepmann,1999-12-31,83156,Staff
13250,Zeydy Schusler,1998-10-27,47829,Senior Engineer
13252,Morris Kavvadias,1997-04-04,55454,Staff
13260,JoAnna McDermid,1997-02-08,40000,Technique Leader
13263,Subhash Zockler,1998-06-17,61281,Senior Staff
13272,Arun Jiang,1985-03-10,40000,Senior Staff
13276,Yechiam Seuren,1991-03-09,65836,Senior Staff
13282,Cordelia Macedo,1995-04-16,45990,Senior Staff
13288,Muneo Broomell,1995-04-14,40000,Senior Staff
13290,Stamatina Karner,1995-12-24,40000,Staff
13291,Georg Stamatiou,1993-10-30,54720,Senior Engineer
13294,Haldun Stroustrup,1997-12-20,57991,Staff
13302,Mack Alencar,1997-09-26,40000,Senior Engineer
13303,Koldo Rissanen,1997-03-01,63524,Staff
13309,Toshimori Lipner,1997-12-25,40000,Senior Engineer
13312,Filipp Schurmann,1998-05-01,53718,Engineer
13315,Sakthirel Stroustrup,1999-06-02,40000,Senior Engineer
13320,Gino Bahr,2002-04-10,47422,Senior Engineer
13332,Nidapan Pearson,1997-09-23,40000,Senior Engineer
13333,Yoshinari Hennebert,1996-03-23,50997,Engineer
13341,Bodh Doering,1992-03-10,40000,Senior Staff
13342,Georgy Doering,1999-03-12,59327,Engineer
13343,Heon Usery,1995-07-30,40000,Senior Staff
13346,Francoise Zastre,2001-09-29,40000,Senior Engineer
13347,Lein Sifakis,2000-05-24,79839,Senior Engineer
13349,Zeydy Danner,1993-10-02,66066,Senior Staff
13357,Mabry Llado,1999-01-24,40000,Engineer
13361,Wilmer Baek,1996-05-03,40000,Staff
13368,Kiyokazu Klassen,1997-09-30,52872,Staff
13371,Nakhoon Riexinger,1991-12-13,40000,Senior Engineer
13373,Juichirou Naumovich,2000-08-23,82749,Senior Staff
13374,Atreye Kalefeld,1997-08-13,40000,Senior Engineer
13378,Rafols Zhiwei,1998-07-17,64833,Technique Leader
13379,Kinh Engelmann,2001-09-07,52620,Senior Staff
13386,Khosrow Sgarro,1986-02-23,91420,Technique Leader
13388,Shuji Cesareni,1994-06-05,52597,Technique Leader
13389,Divine Cmelik,1988-03-23,40000,Senior Staff
13390,Nathan Hutton,1999-01-10,40000,Engineer
13392,Fumitake Beidas,1993-08-26,69221,Senior Staff
13394,Anneke Lorys,2001-03-05,44631,Senior Staff
13396,Chuanyi Aumann,1994-03-29,40000,Senior Staff
13402,Augustine Dulli,1999-09-12,40000,Engineer
13405,Randy Baba,1990-05-10,60799,Senior Staff
13407,Gio Chenoweth,2001-10-03,60348,Senior Engineer
13408,Sreekrishna Lagarias,2000-07-24,52479,Senior Engineer
13412,Ranga Erdmenger,1996-03-21,56217,Staff
13415,Nathalie Speer,1991-04-25,61838,Technique Leader
13416,Fox Billawala,2001-04-11,40000,Senior Engineer
13417,Dipayan Condotta,1995-11-05,53074,Senior Staff
13422,Vishwani Gerlach,1995-01-17,59466,Senior Engineer
13427,Sreekrishna Narwekar,1996-01-26,50468,Staff
13439,Domenick Ullian,2000-03-25,49283,Engineer
13442,Giordano Miake,1994-06-16,40000,Senior Staff
13443,Mayuko Puppo,1996-12-25,40000,Senior Engineer
13445,Renee Dehkordi,1996-11-29,53194,Engineer
13451,Gretta Weiland,1995-08-23,40000,Senior Staff
13453,Sugwoo Lalonde,1995-01-09,52593,Senior Engineer
13456,Uzi Erol,1999-06-13,40000,Senior Engineer
13457,Shooichi Parfitt,1991-01-18,40812,Senior Engineer
13458,Feipei Nivat,1995-03-02,41375,Senior Engineer
13460,Yinghua Gips,1998-05-09,40000,Senior Engineer
13463,Theron Berstel,1993-01-25,40000,Senior Engineer
13465,Sasan Rehfuss,1999-03-12,49821,Engineer
13467,Zhigen Katzenelson,1991-07-26,56977,Senior Engineer
13472,Dzung Larfeldt,1997-08-28,40000,Engineer
13475,Kamakshi Piancastelli,2000-05-27,55431,Senior Staff
13493,Uinam Jullig,1992-09-06,40000,Senior Engineer
13500,Irene Erol,1991-11-07,57581,Senior Engineer
13504,Parto Mandell,1994-12-21,41895,Engineer
13505,Chandrasekaran Hambrick,1995-03-26,46130,Staff
13520,Takahiro Mahnke,2001-11-02,46435,Senior Engineer
13522,Jaewon Vingron,2002-06-01,70884,Senior Staff
13523,Dines Karunanithi,1997-10-24,45333,Staff
13524,Chaoyi Porotnikoff,2000-10-27,52849,Senior Staff
13535,Arunas Schlenzig,2000-05-19,40000,Senior Engineer
13539,Cedric Bala,1997-04-01,54246,Senior Engineer
13540,Cordelia Krohn,1999-09-16,82488,Staff
13544,Beshir Sullins,1997-04-24,91559,Senior Staff
13546,Aimee Brookner,1997-10-26,50295,Senior Engineer
13549,Matk Koprowski,1997-06-18,40000,Technique Leader
13552,Ingmar Capobianchi,1993-03-23,73346,Senior Staff
13554,Divine Birke,1999-07-04,49930,Senior Staff
13571,Eben Passino,1997-06-03,61100,Senior Engineer
13575,Kazuhiko Hettesheimer,1991-03-09,73636,Senior Engineer
13576,Jungsoon Engberts,2001-08-29,73022,Senior Staff
13586,Abdelwaheb Klassen,1998-07-18,40000,Senior Engineer
13591,Jinxi Poulakidas,1999-06-24,40000,Assistant Engineer
13596,Georg Marletta,2002-07-24,57320,Senior Engineer
