emp_no,title,from_date,salary,fullname
11778,Senior Engineer,1997-12-28,40000,Dhritiman Fontan
12044,Senior Engineer,1990-04-19,40000,Rance Hemaspaandra
12047,Assistant Engineer,1996-08-23,52051,Jordanka Ligten
12050,Engineer,1996-04-01,46704,Yuchang Tchuente
12053,Senior Engineer,1989-11-12,48319,Yechezkel Pelc
12054,Staff,1999-08-06,67400,Odysseas Braccini
11779,Staff,1996-11-21,40000,Shunichi Thombley
11791,Senior Engineer,1994-11-15,40000,Gal Mamelak
12060,Technique Leader,1996-06-21,40000,Toshimi Antonakopoulos
12062,Senior Staff,1996-01-04,44199,Margareta Worfolk
12063,Senior Engineer,2002-07-24,56022,Lein Bale
12069,Senior Engineer,1995-05-13,51928,Ayonca Burnard
12070,Technique Leader,1988-11-14,50233,Ger Shokrollahi
12076,Senior Staff,1985-03-25,75381,Karlis Siprelle
12080,Senior Staff,2001-05-17,47946,Panayotis Feinberg
12082,Senior Staff,1992-01-29,72118,Xinan Yamaashi
11797,Senior Staff,1996-08-30,88050,Chenxi Thambidurai
11801,Senior Staff,1997-06-12,67265,Tommaso Dayang
12089,Senior Staff,1994-10-22,46288,Bilhanan Socorro
12090,Engineer,1999-10-03,46269,Shigenori Angelopoulos
12091,Senior Engineer,1989-03-21,40000,Lansing Cunliffe
12092,Senior Staff,1998-08-08,40000,Kauko Unno
12093,Senior Engineer,1999-01-19,40000,Evgueni Oxenboll
11807,Technique Leader,1992-07-11,40000,Chriss Binding
12094,Senior Staff,1989-04-27,44788,Weiru Pearson
12099,Senior Staff,1999-02-15,104610,Nobuyoshi Kuzuoka
11810,Senior Engineer,1992-01-05,41256,Amabile Bhattacharjee
11811,Senior Staff,1998-03-28,52695,Herb Boissier
11817,Senior Staff,1993-04-12,50638,Niranjan Markovitch
12102,Staff,1994-02-17,90853,Aron Erde
11822,Staff,1996-07-07,67396,Sastry Madeira
12112,Senior Staff,1997-09-26,76538,Satyanarayana Avouris
12114,Staff,1997-02-04,40000,Shiv Rubsam
11823,Senior Engineer,1995-10-23,72637,Weiyi Iacovou
12122,Senior Engineer,1992-07-23,46398,Satoru Krone
12123,Senior Staff,1994-07-18,64879,Xiahua Syrzycki
11829,Assistant Engineer,1999-10-11,40000,Chaosheng Pettis
12125,Engineer,1997-03-31,41215,Shounak Erman
11832,Engineer,1996-02-04,40000,Arto Zlotek
11836,Senior Staff,1989-07-28,40000,Ortrud Bakhtari
11841,Staff,1996-04-02,90296,Elvia Bugrara
12138,Engineer,1996-02-23,40000,Takahito Brender
12140,Senior Staff,1996-11-15,40000,Xudong Paciorek
11842,Senior Staff,1999-12-11,40000,Moto Piazza
12149,Senior Staff,1988-10-01,109934,Suebskul Grandbois
11844,Senior Engineer,1995-01-27,78049,Shawna Demeyer
11846,Senior Engineer,1999-06-22,53448,Fai Perly
12221,Senior Engineer,1991-09-16,56736,Vincent Melter
12159,Senior Engineer,1985-07-17,61210,Shem Perly
12160,Senior Staff,1989-09-19,60391,Aamer Garrabrants
12164,Engineer,1996-05-14,43366,Muneo Chachaty
12165,Senior Engineer,1994-08-29,41951,Xiaobin Maquelin
12168,Senior Staff,1996-06-21,40000,Arnd Salverda
12172,Senior Staff,1990-12-08,40000,Jianhua Llado
12174,Senior Engineer,1996-01-09,40000,Slavian Plavsic
12222,Senior Staff,1996-08-14,55840,Abdelwaheb Holburn
12183,Engineer,1998-04-04,40000,Harngdar Iisaku
12223,Senior Engineer,1995-08-13,54459,Niteen Koyama
12186,Senior Staff,1998-01-24,70221,Guther Nooteboom
12230,Engineer,1997-04-13,53692,Yuriy Bellone
12190,Senior Engineer,1997-12-13,40000,Abdulah Engberts
12191,Engineer,1998-11-22,45307,Rosella Bazzichi
12192,Senior Engineer,1991-09-02,41625,Feiyu Klyachko
12205,Senior Engineer,1987-11-11,40000,Sushant Rossi
12206,Senior Engineer,2001-03-27,40000,Barton Janetzko
12231,Senior Engineer,1990-05-19,40000,Nishit Bharadwaj
12210,Senior Staff,1997-11-08,40000,Vugranam Ashish
12213,Senior Staff,2000-10-31,79834,Kwangho Brizzi
12235,Staff,1997-07-10,100755,Honesty Haumacher
12216,Engineer,1995-10-25,40000,Aloke Mansanne
12218,Senior Engineer,2000-03-11,40000,Yaghout Strooper
12219,Senior Staff,1995-06-13,57507,Junsik Gadepally
12242,Engineer,2000-11-11,46911,Satoru Wolniewicz
12247,Technique Leader,1985-04-09,59183,Subbu Penttonen
12249,Senior Engineer,1996-06-20,70099,Eldridge Sadowski
12250,Senior Engineer,1991-04-25,61573,Kerhong Aloia
12256,Senior Staff,1992-08-26,40000,Guadalupe Reghbati
12411,Senior Staff,1991-08-17,97610,Shao Ibel
12413,Senior Engineer,1999-03-04,53179,Hugh Gadepally
12417,Senior Engineer,1998-02-02,67342,Dannz Spelt
12421,Senior Engineer,1996-10-29,52691,Toshimi Gulik
12422,Senior Staff,2001-06-07,71376,Berhard Demos
12426,Technique Leader,1999-05-17,40000,Shahaf Valtorta
12427,Senior Staff,2000-09-09,40000,Zissis Daescu
12434,Engineer,1994-09-11,40000,Xumin Bernardinello
12438,Senior Staff,1999-12-20,109440,Yongmao Mondadori
12450,Senior Engineer,1999-02-02,40000,Sanjeeva Perng
12452,Engineer,1997-09-28,40000,Hiroyasu Francisci
12258,Senior Engineer,1999-06-22,40748,Kankanahalli Eiter
12454,Staff,1998-12-18,41347,Kerryn Farris
12264,Engineer,1998-01-09,51816,Mart Pagter
12464,Staff,1998-06-01,50448,Shai Milicic
12466,Senior Staff,1994-02-19,65175,Cullen Nations
12468,Staff,1993-12-08,41627,Ioana Baezner
12269,Senior Engineer,2000-07-05,40000,Mohammed Whitcomb
12475,Senior Engineer,1996-04-25,40000,Filipe Roison
12480,Staff,1997-12-21,62415,Tetsushi Schade
12270,Senior Staff,1996-08-19,52840,Shakhar Kornyak
12487,Senior Staff,1998-12-07,40000,Mona Reghbati
12488,Senior Engineer,1995-04-27,40000,Etsuo Gerteisen
12272,Senior Staff,1992-12-07,43811,Behnaam Grandbois
12489,Senior Engineer,1986-04-11,63306,Arnould Munck
12490,Senior Engineer,2000-05-08,40000,Jackson Muchinsky
12492,Senior Engineer,1992-11-16,59589,Kristinn Hammerschmidt
12273,Senior Staff,1998-02-14,90736,Jaideep Uehara
12281,Senior Engineer,2000-09-22,45417,Hisao Langford
12497,Senior Staff,1997-09-25,81191,Stein Penz
12499,Senior Staff,1997-08-27,69706,Izaskun Lamba
12282,Engineer,1999-10-06,40000,Tadahiro Delgrange
12501,Senior Staff,1986-06-05,76082,Morrie Matheson
12502,Senior Engineer,1989-06-06,40000,Danil VanScheik
12504,Engineer,1997-08-14,40000,Adly Rosaz
12506,Engineer,1997-08-29,50229,Gay Rodite
12291,Senior Staff,1999-03-29,67506,Masamitsu Koyama
12509,Senior Staff,1997-09-25,40000,Rutger Krzyzanowski
12298,Senior Engineer,1994-03-31,62015,Tetsurou Rodham
12514,Engineer,1999-11-13,54241,Tomofumi Melter
12515,Senior Engineer,2000-01-27,50655,Pranav Wilharm
12520,Engineer,1999-03-06,40000,Goetz Basart
12308,Senior Staff,1991-08-11,58741,Mototsugu Cronau
12522,Technique Leader,1999-01-28,47733,Trygve Zhang
12523,Senior Staff,1990-01-22,94760,Tonia Casley
12524,Engineer,1996-12-19,42824,Tetsushi Demeyer
12528,Senior Staff,1997-09-24,40000,Conor Cincotta
12534,Senior Engineer,1985-08-14,66715,Yongmao Gerlach
12537,Senior Staff,2001-05-19,85107,Avishai Gonthier
12540,Senior Staff,1998-11-28,40000,Poornachandra Bresenham
12541,Senior Staff,1996-08-31,93105,Shih Nanard
12542,Senior Staff,1993-09-11,44176,Kazuhide Bouloucos
12311,Senior Engineer,1985-10-22,40000,Susanne Lubachevsky
12316,Engineer,1998-04-05,46261,Hyuncheol Duclos
12551,Senior Engineer,1993-12-03,40000,Jeane Tzvieli
12553,Senior Staff,1987-02-28,40000,Aral Vesna
12317,Staff,1996-08-11,40000,Weiyi Crabtree
12555,Assistant Engineer,1995-07-23,68051,Spyrose DuCasse
12327,Senior Engineer,1992-10-15,67449,DAIDA Bruckman
12557,Senior Engineer,1988-03-20,41840,Stafford Kopetz
12558,Senior Engineer,1989-08-12,40000,Danco Niizuma
12563,Engineer,1998-03-08,40000,Honesty Ducloy
12564,Staff,1998-11-03,76772,Remco Nitsche
12328,Staff,1997-05-03,51299,Atilio Prampolini
12571,Engineer,2002-04-23,53163,Abdelaziz Candan
12338,Staff,1997-01-10,46270,Kagan Besselaar
12574,Engineer,1999-01-08,66284,Mong Gelosh
12586,Senior Engineer,2001-04-30,50972,Oguz Tasistro
12339,Staff,1996-07-18,40000,Pranay Czaja
12588,Senior Engineer,2002-02-08,49125,Yagil Kenevan
12341,Senior Engineer,1990-05-25,40000,Rasiah Luga
12589,Senior Engineer,1997-09-08,59441,Anoosh Chleq
12590,Senior Staff,1993-02-25,72208,Gita Rosenbaum
12343,Senior Staff,1997-08-25,52134,Sorina Slaats
12355,Senior Engineer,1995-11-08,70724,Vidar Hutton
12596,Senior Staff,1996-09-29,40000,Breannda Roisin
12597,Senior Staff,1999-12-13,63589,Kazuhito Petereit
12364,Assistant Engineer,1998-11-02,42337,Neelam Cummings
12601,Senior Engineer,2002-07-09,41714,Ghassan Simkin
12603,Staff,1997-06-10,43168,Utpal Roison
12365,Senior Engineer,1994-09-12,40000,Kamakshi Bisiani
12368,Senior Staff,2000-06-14,45415,Gor Dechter
12373,Senior Staff,1993-11-11,75986,Mooi Driscoll
12608,Senior Staff,2000-02-22,40000,Nectarios Mondadori
12612,Staff,1999-05-29,92187,Chandrasekaran Thimonier
12617,Senior Staff,1996-03-02,55663,Shawna Rusterholz
12379,Technique Leader,1996-06-02,43508,Kazuhisa Serna
12623,Senior Staff,2000-11-03,79700,Raimond Scharstein
12626,Senior Engineer,2000-09-24,61375,Gill Comyn
12630,Senior Staff,1997-06-03,41052,Sreekrishna Falco
12381,Senior Staff,1998-06-24,42211,Amalendu Klerer
12635,Senior Engineer,2000-02-03,40000,Xinyu Restivo
12636,Senior Staff,1996-10-22,40000,Yuuichi Debuse
12388,Senior Engineer,1997-09-11,40000,Arumugam Hebert
12638,Engineer,1999-04-29,56677,Yuqun Seiwald
12639,Senior Engineer,2002-05-21,40000,Zeljko Schapire
12642,Senior Staff,2001-10-28,68271,Suebskul Gips
12644,Senior Engineer,1994-10-29,40000,Bernt Jayawardene
12645,Staff,1999-05-21,63135,Kyoichi Decaestecker
12394,Engineer,1998-09-26,40000,Stevo Reeken
12651,Senior Staff,1988-01-27,75150,Pragnesh Bael
12395,Senior Staff,1995-06-05,66909,Sanjit Felder
12656,Senior Staff,2001-06-27,70030,Seshu Morton
12662,Engineer,1994-08-27,69016,Leucio Alvarado
12663,Technique Leader,1986-09-29,49966,Nobuyoshi Stellhorn
12399,Senior Staff,1996-12-06,85582,Mihalis Luga
12664,Staff,1999-08-04,40000,Zhonghua Parveen
12666,Engineer,1998-04-19,40000,Stamatina Prenel
12777,Senior Staff,1999-08-20,50672,Sreenivas Cichocki
12670,Engineer,1999-09-10,45281,Seongbae Alameldin
12672,Senior Engineer,1998-04-02,54041,Mayumi Varman
12680,Staff,1995-11-12,46321,Bader Staudhammer
12687,Staff,1998-04-12,78376,Weicheng Badache
12689,Senior Engineer,2001-11-23,59689,Luerbio Boudaillier
12691,Senior Engineer,1998-08-25,48493,Oddvar Gils
12697,Senior Staff,1994-07-11,40000,Uri Brizzi
12707,Staff,1998-06-24,53664,Gregory Zastre
12709,Senior Engineer,2001-02-25,45510,Ronghao Botman
12715,Staff,1996-07-05,40000,Honglan Showalter
12785,Senior Engineer,1996-12-29,68680,Bouchung Armand
12717,Staff,1999-10-20,53194,Tzu Jiafu
12786,Engineer,1999-12-08,51030,Weiyi Schusler
12789,Engineer,1996-09-24,41358,Sanjai Felcyn
12722,Senior Staff,1985-03-29,62325,Elliott Cheshire
12790,Senior Staff,2000-08-07,87760,Gunilla Perl
12725,Senior Staff,1999-05-28,40000,Inderjeet Flexer
12726,Senior Engineer,1994-05-19,61177,Fumitake Panwar
12795,Senior Staff,1997-06-23,56969,Masoud Fordan
12729,Senior Engineer,1997-10-15,51796,Nahla Rahier
12731,Senior Staff,1988-04-05,40000,Yongmao Waymire
12732,Senior Staff,1988-04-06,74436,Mara Takanami
12734,Senior Engineer,1986-03-03,40000,Gil Frijda
12796,Senior Engineer,2001-05-24,40000,Saniya Stanfel
12798,Senior Staff,1996-12-26,81145,Lillian Beeson
12746,Senior Engineer,1999-07-08,63044,Heekeun Lunn
12799,Senior Staff,1993-12-25,42816,Tiina Businaro
12747,Technique Leader,1994-05-23,40000,Salvador Atrawala
12803,Senior Staff,1990-03-16,91789,Gad Boissier
12748,Engineer,1998-12-13,40000,Berry Kakkar
12807,Senior Engineer,1996-08-06,48331,Gretta Babb
12753,Senior Engineer,1999-08-26,47071,Kazuhito Syrotiuk
12754,Senior Engineer,1998-09-17,56137,Ronnie Tetzlaff
12810,Technique Leader,1996-07-06,46737,Kristof Staelin
12755,Senior Staff,1994-03-18,40196,Rildo Rodite
12815,Senior Staff,1993-02-27,65073,Sushant Junot
12761,Senior Staff,2002-05-06,62465,Hitofumi Schaad
12819,Senior Engineer,1996-09-09,48455,Mountaz Gubsky
12769,Engineer,1994-09-02,40000,Abdelwaheb Gluchowski
12770,Senior Staff,1990-11-16,55103,Maik Benzaken
12773,Senior Engineer,1994-03-05,65556,Jenwei Lovengreen
12774,Engineer,1997-08-02,40000,Moon Asrin
12821,Engineer,1997-05-04,46727,Arco Gihr
12828,Staff,1999-06-07,85769,Oksana Camurati
12829,Senior Engineer,2000-07-05,51521,Harngdar Harbusch
12840,Engineer,1994-09-10,40000,Zhensheng Ferretti
12962,Senior Staff,2001-10-21,73680,Paraskevi Beerel
12969,Senior Staff,1999-02-05,59876,Mohan Angot
12977,Senior Engineer,1992-08-23,61326,Byong Markovitch
12843,Senior Engineer,1998-10-23,40000,Yinlin Heijenga
12848,Engineer,1997-05-11,40000,Kazuhide Smeets
12982,Senior Engineer,2000-01-11,40000,Sachem Aamodt
12983,Staff,1999-06-28,57252,Elliott Hambrick
12986,Senior Engineer,1990-09-20,50021,Khun Hennebert
12987,Senior Engineer,2001-05-03,56823,Youngkon Kading
12851,Staff,1998-08-25,64013,Kwangyoen Ramsay
12855,Senior Staff,1997-08-12,40000,Mabhin Murrill
13000,Engineer,1997-07-05,40000,Adhemar Chiodo
12857,Senior Engineer,1995-07-05,52646,Alagu Gils
13002,Senior Engineer,1994-05-03,40935,Henk Muhlberg
13004,Senior Engineer,1996-05-17,40000,Fan Beznosov
13008,Engineer,2000-01-07,40000,Jayesh Zaumen
12863,Senior Engineer,1990-09-06,62803,Leif Matheson
13011,Technique Leader,1995-05-18,51216,Aamer Glowinski
13013,Engineer,2000-01-22,40000,Heekeun Baak
12865,Senior Staff,1994-02-14,64679,Katsuyuki Rothe
13027,Technique Leader,1992-01-23,65940,Paraskevi Kohling
13030,Senior Staff,1999-11-25,51770,Yahiko Kroll
12868,Senior Engineer,1990-01-07,40000,Berthier Nanard
13034,Senior Staff,1992-06-23,77736,Arunas Rosen
12869,Staff,1999-01-02,61803,Jacopo Swiler
12872,Senior Staff,1993-09-09,56040,Marl Schmittgen
13046,Senior Staff,1987-04-19,40000,Vivian Stafford
13047,Senior Engineer,1997-02-25,52323,Atilio Chelton
13048,Senior Engineer,1996-11-14,40000,Kerhong Massonet
13052,Senior Engineer,1996-07-26,42693,Aleksandar Schlenzig
12879,Senior Engineer,1995-06-11,40000,Baruch Eugenio
13054,Senior Engineer,2001-12-21,40000,Samphel Masamoto
12881,Staff,1999-08-25,66390,Huai Yurek
12885,Senior Engineer,1990-09-11,40000,Anwar Collavizza
13065,Senior Staff,2001-01-26,58147,Zine Schiper
13067,Senior Engineer,1994-11-24,40000,Wayne Kornyak
12887,Senior Engineer,2001-09-19,40000,Hilari DuBourdieux
12889,Engineer,1999-04-28,58901,Mayumi Mukaidono
12890,Senior Staff,1985-10-31,66803,Neven Casley
13075,Senior Staff,1991-08-17,40000,Rosella Morrin
13076,Engineer,1995-01-28,50582,Deniz Skafidas
12893,Senior Staff,1995-03-18,50803,Licheng Crouzet
12895,Senior Engineer,1993-08-15,40000,Roddy Serot
13084,Senior Staff,2002-03-02,64106,Domenico Pagter
13086,Senior Staff,2000-01-27,40000,Dzung Domenig
13093,Staff,1999-09-18,75658,Sajjan Unno
13096,Senior Engineer,2001-04-22,52544,Ibibia Armand
12899,Senior Staff,1998-01-13,40000,Chinho Sethi
13103,Senior Engineer,1988-06-19,40000,Srinidhi Ellozy
12905,Senior Engineer,1993-07-18,58659,Munehiro Gecsei
13108,Senior Staff,1989-12-14,40000,Rance Matteis
13110,Senior Engineer,1989-07-16,57941,Maria Kamble
12910,Staff,1998-03-16,69301,Uno Casley
13124,Senior Staff,1985-03-17,73785,Quingbo Garnick
13126,Senior Engineer,2002-03-08,40000,Parviz Hennebert
12915,Senior Staff,2000-03-31,55723,Arco Ligten
13133,Senior Staff,1991-09-03,67777,Guther Senzako
13134,Senior Engineer,1993-10-22,51227,Lorien Chepyzhov
12923,Senior Engineer,1997-01-02,40000,Chaosheng Journel
13140,Staff,1999-05-30,40000,Shuji Vidal
13143,Technique Leader,1990-02-25,40000,Qingxiang Ventosa
13144,Senior Staff,1997-06-19,52825,Persi Nollmann
12926,Senior Staff,1992-12-24,68314,Heekeun Luby
12934,Senior Engineer,1996-10-15,47274,Adil Solares
13146,Senior Staff,1985-05-25,61398,Haldon Erie
13147,Senior Staff,1998-06-29,77429,Shichao Ginesta
13150,Technique Leader,1991-06-15,40000,Mahmut Stavenow
13156,Senior Engineer,2000-08-18,48285,Akeel Millington
13159,Staff,1999-08-12,54536,Jingling Ranst
13161,Senior Engineer,1996-01-02,49733,Manu Picci
13165,Senior Engineer,1995-03-17,42796,Lucian Benner
13168,Senior Engineer,1992-09-10,49210,Munir Stentiford
13170,Senior Staff,1998-01-09,49012,Cheong Bernardeschi
13171,Senior Engineer,1995-08-31,40000,Anoosh Birnbaum
13173,Senior Staff,1996-09-23,46354,Arve Horswill
13175,Senior Engineer,1998-01-20,65572,Yucai Swick
13179,Staff,1999-02-19,90233,Moty Janocha
13182,Engineer,1999-03-03,46832,Kokou Rodite
13186,Senior Staff,1995-04-29,93138,Kyoichi Barbanera
13189,Staff,1999-10-16,40000,Yuuichi Bazzichi
12936,Technique Leader,1994-11-10,64450,Reinhold Farrow
13192,Technique Leader,1993-02-01,43986,Rosita Flowers
12940,Senior Engineer,1992-12-11,49760,Odinaldo Farrar
12941,Senior Engineer,1995-11-06,67069,Tommaso Perelgut
13200,Senior Engineer,1998-08-07,50821,Weidon Pauthner
13202,Senior Staff,1992-03-28,51915,Aram Scharstein
13203,Senior Staff,1995-01-12,40000,Phule Emmart
13204,Assistant Engineer,1996-12-16,45177,Mircea Pellegrinelli
13206,Staff,1999-09-06,44383,Tetsurou Rullman
12944,Senior Staff,2001-06-24,40000,Alselm Benzmuller
13210,Senior Staff,2002-07-27,83961,Jianhua Klassen
12949,Senior Engineer,1992-02-12,40000,Geoff Asrin
13213,Senior Staff,1993-08-30,61131,Hein Billawala
13216,Staff,1999-05-23,40000,Stabislas Weedman
12960,Engineer,1994-08-19,40000,Tayeb Navazio
13227,Staff,1997-02-03,88669,Goncalo Pell
13232,Technique Leader,1986-06-02,40000,Mitchel Fujisaki
13233,Senior Engineer,1995-03-31,49414,Alselm Chvatal
13235,Engineer,1998-04-23,57427,Taizo Remmers
13238,Senior Staff,1998-10-10,40000,Ebru Foote
13240,Senior Engineer,2001-03-10,49018,King Pileggi
13332,Senior Engineer,1997-09-23,40000,Nidapan Pearson
13246,Staff,1999-12-31,83156,Adil Siepmann
13250,Senior Engineer,1998-10-27,47829,Zeydy Schusler
13252,Staff,1997-04-04,55454,Morris Kavvadias
13333,Engineer,1996-03-23,50997,Yoshinari Hennebert
13260,Technique Leader,1997-02-08,40000,JoAnna McDermid
13263,Senior Staff,1998-06-17,61281,Subhash Zockler
13341,Senior Staff,1992-03-10,40000,Bodh Doering
13272,Senior Staff,1985-03-10,40000,Arun Jiang
13276,Senior Staff,1991-03-09,65836,Yechiam Seuren
13282,Senior Staff,1995-04-16,45990,Cordelia Macedo
13342,Engineer,1999-03-12,59327,Georgy Doering
13343,Senior Staff,1995-07-30,40000,Heon Usery
13346,Senior Engineer,2001-09-29,40000,Francoise Zastre
13288,Senior Staff,1995-04-14,40000,Muneo Broomell
13290,Staff,1995-12-24,40000,Stamatina Karner
13291,Senior Engineer,1993-10-30,54720,Georg Stamatiou
13347,Senior Engineer,2000-05-24,79839,Lein Sifakis
13294,Staff,1997-12-20,57991,Haldun Stroustrup
13349,Senior Staff,1993-10-02,66066,Zeydy Danner
13302,Senior Engineer,1997-09-26,40000,Mack Alencar
13303,Staff,1997-03-01,63524,Koldo Rissanen
13357,Engineer,1999-01-24,40000,Mabry Llado
13309,Senior Engineer,1997-12-25,40000,Toshimori Lipner
13361,Staff,1996-05-03,40000,Wilmer Baek
13312,Engineer,1998-05-01,53718,Filipp Schurmann
13368,Staff,1997-09-30,52872,Kiyokazu Klassen
13315,Senior Engineer,1999-06-02,40000,Sakthirel Stroustrup
13320,Senior Engineer,2002-04-10,47422,Gino Bahr
13371,Senior Engineer,1991-12-13,40000,Nakhoon Riexinger
13373,Senior Staff,2000-08-23,82749,Juichirou Naumovich
13374,Senior Engineer,1997-08-13,40000,Atreye Kalefeld
13378,Technique Leader,1998-07-17,64833,Rafols Zhiwei
13520,Senior Engineer,2001-11-02,46435,Takahiro Mahnke
13379,Senior Staff,2001-09-07,52620,Kinh Engelmann
13522,Senior Staff,2002-06-01,70884,Jaewon Vingron
13523,Staff,1997-10-24,45333,Dines Karunanithi
13385,Senior Staff,1986-06-10,40000,Claudi Buchter
13524,Senior Staff,2000-10-27,52849,Chaoyi Porotnikoff
13535,Senior Engineer,2000-05-19,40000,Arunas Schlenzig
13386,Technique Leader,1986-02-23,91420,Khosrow Sgarro
13539,Senior Engineer,1997-04-01,54246,Cedric Bala
13540,Staff,1999-09-16,82488,Cordelia Krohn
13388,Technique Leader,1994-06-05,52597,Shuji Cesareni
13544,Senior Staff,1997-04-24,91559,Beshir Sullins
13546,Senior Engineer,1997-10-26,50295,Aimee Brookner
13389,Senior Staff,1988-03-23,40000,Divine Cmelik
13549,Technique Leader,1997-06-18,40000,Matk Koprowski
13552,Senior Staff,1993-03-23,73346,Ingmar Capobianchi
13554,Senior Staff,1999-07-04,49930,Divine Birke
13390,Engineer,1999-01-10,40000,Nathan Hutton
13392,Senior Staff,1993-08-26,69221,Fumitake Beidas
13394,Senior Staff,2001-03-05,44631,Anneke Lorys
13571,Senior Engineer,1997-06-03,61100,Eben Passino
13396,Senior Staff,1994-03-29,40000,Chuanyi Aumann
13575,Senior Engineer,1991-03-09,73636,Kazuhiko Hettesheimer
13576,Senior Staff,2001-08-29,73022,Jungsoon Engberts
13402,Engineer,1999-09-12,40000,Augustine Dulli
13405,Senior Staff,1990-05-10,60799,Randy Baba
13586,Senior Engineer,1998-07-18,40000,Abdelwaheb Klassen
13407,Senior Engineer,2001-10-03,60348,Gio Chenoweth
13408,Senior Engineer,2000-07-24,52479,Sreekrishna Lagarias
13591,Assistant Engineer,1999-06-24,40000,Jinxi Poulakidas
13412,Staff,1996-03-21,56217,Ranga Erdmenger
13596,Senior Engineer,2002-07-24,57320,Georg Marletta
13598,Engineer,1995-12-30,76264,Subhrajyoti Barvinok
13600,Staff,1997-09-02,40000,Baocai Babu
13415,Technique Leader,1991-04-25,61838,Nathalie Speer
13605,Senior Staff,1991-09-29,70404,Dmitry Encarnacion
13416,Senior Engineer,2001-04-11,40000,Fox Billawala
13417,Senior Staff,1995-11-05,53074,Dipayan Condotta
